,date,whale_address,sent_amount_btc,received_amount_btc
12631,2024-04-25,19pnUzv5KHALEu3DRpyHogT6N3BeHbqJrS,3477.4609864,3475.4612869
9952,2024-04-26,1iyk2BE1TA6UBcBfLenn14o8sxsMGmRUD,0.0,5.46e-06
5138,2024-04-26,1PjPfocmxS262puhYqUwaagE9zBJTZHGwK,0.0,5.46e-06
10017,2024-04-26,339PiqWnq6WcbXHb91PXfu4q18L9AiZDhK,0.0,5.46e-06
12372,2024-04-26,1MkciaSdUMDmUBBAH9zYpngqA4zXa6ct1J,0.0,5.46e-06
6081,2024-04-26,1BsdDaJtgFZrLfzEXvh6cD4VhtHHSHhMea,0.0,5.46e-06
11324,2024-04-26,1HuRWvB7Qhp9mdP3ECCcREaxxrc8zmW89c,0.0,5.46e-06
5171,2024-04-26,1NSbFq6rCeSC1p2EBrov5R1uUTFRBu8tcs,0.0,5.46e-06
6355,2024-04-26,1DDWbJhKqfidczaHF1ugGP2KzPgcaU3tGD,0.0,5.46e-06
5932,2024-04-26,1LVYbnSX6f6vE2Zn4zs2oZ4eKyBgzkqaay,0.0,5.46e-06
9988,2024-04-26,339PiqWnq6WcbXHb91PXfu4q18L9AiZDhK,0.0,5.46e-06
13299,2024-04-26,14vibGdbvQvDhaeMjdtdH4MZEkhyJZxPpv,0.0,5.46e-06
6315,2024-04-26,14UeyAD9rQCSJgdJzuzFgShq84gW62Bsat,0.0,5.46e-06
9994,2024-04-26,339PiqWnq6WcbXHb91PXfu4q18L9AiZDhK,0.0,5.46e-06
5991,2024-04-26,1FY6RL8Ju9b6CGsHTK68yYEcnzUasufyCe,0.0,5.46e-06
10582,2024-04-26,17rWmvtcB1qh49YvWQaKFzz8KJyKK6PrUw,0.0,5.46e-06
6009,2024-04-26,1MbNM3jwxMjRzeA9xyHbMyePN68MY4Jxb,0.0,5.46e-06
6038,2024-04-26,178E8tYZ5WJ6PpADdpmmZd67Se7uPhJCLX,0.0,5.46e-06
13223,2024-04-26,1GfDKh4tTTpdwtEtKfUx9MT1DiiCrBZ2UM,0.0,5.46e-06
5904,2024-04-26,1LVYbnSX6f6vE2Zn4zs2oZ4eKyBgzkqaay,0.0,5.46e-06
6113,2024-04-26,1HvZQX9XkFFaNa8d5VpwMcYkyebyp6cCXM,0.0,5.46e-06
1105,2024-04-26,1CNtkWbb4grh8xtb8mhoZ6armNE9PHgzA8,0.0,5.46e-06
5238,2024-04-26,18gYq8BpkbcizC4jZ9zyQxo2NBVEQ2p4hM,0.0,5.46e-06
8681,2024-04-26,1AN2EJMCyKn8dcfv8gonihvRPvyYuNUuQP,0.0,5.46e-06
8762,2024-04-26,1PrKN9pGDeYYpAkqBf9ENB7Hq5CwUHdVBC,0.0,5.46e-06
6699,2024-04-26,1Cw9Kyr8hKsucXTtcwuGVqeBHDrnRtXC8D,0.0,5.46e-06
11214,2024-04-26,32iNZDYtEhe8UuJoUbsBMvWDafr6u32TPC,0.0,5.46e-06
13481,2024-04-26,1HRPSVNk5UUcMuy6Gn6FzevCiiJQkv8ahS,0.0,5.46e-06
8893,2024-04-26,17FWemgbh3ZUJywTR9GVfDbvkJuiQNT3Nz,0.0,5.46e-06
10400,2024-04-26,1LAfL1DZ2FiDMACvsqeJZYJkhX88aqqmWY,0.0,5.46e-06
9660,2024-04-26,1Kc2kcfS4DpaLA8YHooNYhYUGt7BNznyg9,0.0,5.46e-06
8910,2024-04-26,17FWemgbh3ZUJywTR9GVfDbvkJuiQNT3Nz,0.0,5.46e-06
6772,2024-04-26,1FUpBduq45UfULPACj1Phw9hRvwroJqYUX,0.0,5.46e-06
8938,2024-04-26,1EzoCYJhW9Y2Vc3WyCxATqynp1BJ2FRyfy,0.0,5.46e-06
8958,2024-04-26,1EzoCYJhW9Y2Vc3WyCxATqynp1BJ2FRyfy,0.0,5.46e-06
6830,2024-04-26,1AwimXdGoX8nR9dMagCDMGJQB62GNHgrqM,0.0,5.46e-06
7256,2024-04-26,bc1q4mcyastjs4k9gfzrsua4l8mxy393d53a6nnd4r,0.0,5.46e-06
10858,2024-04-26,1H1gu2vFZMnosDQM6r1c572XtfHkCCa4rP,0.0,5.46e-06
9618,2024-04-26,1LJ42vnbFjMUe5wAq8WdRUPaURqLEvtFXa,0.0,5.46e-06
5684,2024-04-26,19CkUw43czT8yQctnHXNiB5ivNtibWbzqS,0.0,5.46e-06
10928,2024-04-26,17QK5BSbATu3zaN1BtLSNDTa9xHuPW1Qvz,0.0,5.46e-06
5634,2024-04-26,1DFv3qVAbravZBZqHmoEphMDtTs2zXPYXk,0.0,5.46e-06
9081,2024-04-26,1BZVkw1VAxB6KdnLZ9CRPgq9RmANo1AEgW,0.0,5.46e-06
7220,2024-04-26,bc1q4mcyastjs4k9gfzrsua4l8mxy393d53a6nnd4r,0.0,5.46e-06
10287,2024-04-26,1BvYZzPhX6pwkXa5p8tPa8tv84pTMRXCiA,0.0,5.46e-06
10877,2024-04-26,1MYKsgDeFs2pa2nSWJdcdV9vsaJGnhB23h,0.0,5.46e-06
9160,2024-04-26,1in8wichDomoDfPw71hq1EvSHiR2B7Q9w,0.0,5.46e-06
9185,2024-04-26,1vCCWy7xXu38tqkgfqFeZQNKmjkNvWEHu,0.0,5.46e-06
9224,2024-04-26,1CkLomVgNZnz9ztyoFxL1TLxVgYwDdB8Fz,0.0,5.46e-06
12794,2024-04-26,1KuPikhUYtHz3fmSQ2UvotpUuN672NuEcm,0.0,5.46e-06
7117,2024-04-26,1D387jd5ZuvudpUQrSv8vK5b2M1SBnvdY8,0.0,5.46e-06
8576,2024-04-26,1DTibFT2vzUhM3LjCL7PXUbwgv3KfhAD3Y,0.0,5.46e-06
6629,2024-04-26,15SGg7PpcJ7bMhENw4gc3Qp4LT6c5uLGza,0.0,5.46e-06
9374,2024-04-26,1GGyAfbSoJiAxFWNu5gugjzXmRSSr32cvE,0.0,5.46e-06
10340,2024-04-26,1FRAuVV8vTTyrBH4kf3XnYqBM2gWG4y3qu,0.0,5.46e-06
9488,2024-04-26,13ryqsda2KaLWvt2DyoZT1pVFPYpixW2eY,0.0,5.46e-06
10521,2024-04-26,15tTqLLAEVyvdSZzSwKxaBm5HTKCi2ZyoY,0.0,5.46e-06
9444,2024-04-26,1DxJW2b8nU5d8Z6bLDDfg8ueditTeN2H99,0.0,5.46e-06
9380,2024-04-26,1GGyAfbSoJiAxFWNu5gugjzXmRSSr32cvE,0.0,5.46e-06
12522,2024-04-26,1PNkzoSzRgMEZusn62vR4SJsFci18gP46C,0.0,5.46e-06
7927,2024-04-26,12GQSEPmoCiw7zrWJbsYa5SD3hkKPSzyAq,0.0,5.46e-06
7965,2024-04-26,1Cm9ugUjEUyMvjB3uWxESapa861uEtcVyc,0.0,5.46e-06
8019,2024-04-26,1ZK5rrghS3Uhnra64LiuZVupa6WTSuPfF,0.0,5.46e-06
4017,2024-04-26,1BdXs6VndkN2Kr4D5YAiDmuWuEk3V2qC4c,0.0,5.46e-06
8067,2024-04-26,15n6GcFRFm3287FotAWunZe58D9yXx13AB,0.0,5.46e-06
10473,2024-04-26,1FZ6prCMqwZvjpBE1ExULw4W9EdZj7uG1K,0.0,5.46e-06
9291,2024-04-26,1Q6JWart8Xnjx3H6CfmVDQ9DVomJAkgVT3,0.0,5.46e-06
2122,2024-04-26,bc1qvpgyac88vqtslewxu7yu9dqwp8rd83zch55zpm3xgn3mgg72w3kqv0s8qa,0.0,5.46e-06
9759,2024-04-26,17LuQUKmqgoK2js1TD3EUe1zwMYyrC2pMB,0.0,5.46e-06
10805,2024-04-26,3MZffLTkvxLu7uycdDNNfxHxbUBq2J11xn,0.0,5.46e-06
5808,2024-04-26,1JtAupan5MSPXxSsWFiwA79bY9LD2Ga1je,0.0,5.46e-06
8395,2024-04-26,1Mq54q43p6iCssCStAQt1gQubPciUfboL2,0.0,5.46e-06
6559,2024-04-26,1EF3T11bL7yua2yJo4waaQ3RgewNwRnKMw,0.0,5.46e-06
5470,2024-04-26,1MJZLeLbsoSf2kuDr5gAX3QE93BvhvqkCC,0.0,5.46e-06
9336,2024-04-26,15hvzT5AMTLCNmt2nMkCLgJErQGPVdA9xR,0.0,5.46e-06
9550,2024-04-26,1KMWovpjcEHoraXoERmELgYtNuXeLUpyPH,0.0,5.46e-06
10428,2024-04-26,13AQbcVvAqrk3FBBJi6Tjh4TEvSoiMLRPQ,0.0,5.46e-06
770,2024-04-26,15cHRgVrGKz7qp2JL2N5mkB2MCFGLcnHxv,0.0,5.46e-06
9722,2024-04-26,12ELPebFvt9TbuXfYNwTn6WtByc5F2UUJk,0.0,5.46e-06
10180,2024-04-26,17UNnvd4d1wXCXxGTajTvBtcFsjW3tiXHq,0.0,5.46e-06
1072,2024-04-27,1GR9qNz7zgtaW5HwwVpEJWMnGWhsbsieCG,0.0,5.46e-06
1367,2024-04-27,1F34duy2eeMz5mSrvFepVzy7Y1rBsnAyWC,0.0,5.46e-06
220,2024-04-27,1AC4fMwgY8j9onSbXEWeH6Zan8QGMSdmtA,0.0,5.46e-06
236,2024-04-27,1LruNZjwamWJXThX2Y8C2d47QqhAkkc5os,0.0,5.46e-06
889,2024-04-27,1PeizMg76Cf96nUQrYg8xuoZWLQozU5zGW,0.0,5.46e-06
4351,2024-04-27,bc1qzkqmyv57jpuntyc9ydjyrq4hlneevrmr0xe9kz,0.0,80.0
794,2024-04-27,3HfD4pvF43jdu9dzVMEr1b8AnDHooRGc5t,0.0,5.46e-06
753,2024-04-27,15cHRgVrGKz7qp2JL2N5mkB2MCFGLcnHxv,0.0,5.46e-06
708,2024-04-27,19D5J8c59P2bAkWKvxSYw8scD3KUNWoZ1C,0.0,5.46e-06
678,2024-04-27,17MWdxfjPYP2PYhdy885QtihfbW181r1rn,0.0,5.46e-06
641,2024-04-27,3EMVdMehEq5SFipQ5UfbsfMsH223sSz9A9,0.0,5.46e-06
543,2024-04-27,12tkqA9xSoowkzoERHMWNKsTey55YEBqkv,0.0,5.46e-06
520,2024-04-27,12ib7dApVFvg82TXKycWBNpN8kFyiAN1dr,0.0,5.46e-06
2414,2024-04-27,1Cr7EjvS8C7gfarREHCvFhd9gT3r46pfLb,0.0,5.46e-06
473,2024-04-27,12XqeqZRVkBDgmPLVY4ZC6Y4ruUUEug8Fx,0.0,5.46e-06
11757,2024-04-27,3L9hddHJMnpE1qzofQ2TSvMiiMf5ejX1Yw,1769.0343083,1719.0338463
810,2024-04-27,17rm2dvb439dZqyMe2d4D6AQJSgg6yeNRn,0.0,5.46e-06
1490,2024-04-27,1f1miYFQWTzdLiCBxtHHnNiW7WAWPUccr,0.0,5.46e-06
1693,2024-04-27,1KbrSKrT3GeEruTuuYYUSQ35JwKbrAWJYm,0.0,5.46e-06
1967,2024-04-27,12HnxiXEeKUVjQRbMVTytsGWnzHd5LdGCt,0.0,5.46e-06
7652,2024-04-27,12d1e4x5oprNf7au7BrTryx5D5mGCrXLY5,0.0,5.46e-06
1581,2024-04-27,14YK4mzJGo5NKkNnmVJeuEAQftLt795Gec,0.0,5.46e-06
1869,2024-04-27,1ucXXZQSEf4zny2HRwAQKtVpkLPTUKRtt,0.0,5.46e-06
1549,2024-04-27,1BAFWQhH9pNkz3mZDQ1tWrtKkSHVCkc3fV,0.0,5.46e-06
142,2024-04-27,1LdRcdxfbSnmCYYNdeYpUnztiYzVfBEQeC,0.0,5.46e-06
2036,2024-04-27,1MewpRkpcbFdqamPPYc1bXa9AJ189Succy,0.0,5.46e-06
1984,2024-04-27,17uULjz9moeLyjXHoKNwDRgKzf8ahY3Jia,0.0,5.46e-06
1884,2024-04-27,1DzsfLRDfbmQM99xm59au2SrTY3YmciBSB,0.0,5.46e-06
1624,2024-04-27,1Ki3WTEEqTLPNsN5cGTsMkL2sJ4m5mdCXT,0.0,5.46e-06
2126,2024-04-27,bc1qvpgyac88vqtslewxu7yu9dqwp8rd83zch55zpm3xgn3mgg72w3kqv0s8qa,0.0,5.46e-06
11949,2024-04-27,18hFBPU81kC8V4Dp4iwdwQHakKa5TW2ZkJ,150.00001641,0.0
1509,2024-04-27,bc1qsxdxm0exqdsmnl9ejrz250xqxrxpxkgf5nhhtq,0.0,5.46e-06
2026,2024-04-27,1NhJGUJu8rrTwPS4vopsdTqqcK4nAwdLwJ,0.0,5.46e-06
1943,2024-04-27,1GUfWdZQoo2pQ4BKHsiegxuZPnheY5ueTm,0.0,5.46e-06
97,2024-04-27,bc1qd4ysezhmypwty5dnw7c8nqy5h5nxg0xqsvaefd0qn5kq32vwnwqqgv4rzr,0.0,5.46e-06
1927,2024-04-27,1CPaziTqeEixPoSFtJxu74uDGbpEAotZom,0.0,5.46e-06
2053,2024-04-27,1MtUMTqtdrpT6Rar5fgWoyrzAevatssej5,0.0,5.46e-06
8905,2024-04-27,17FWemgbh3ZUJywTR9GVfDbvkJuiQNT3Nz,0.0,5.46e-06
1999,2024-04-27,18qNs1yBGGKR8RyErnEF5kegbNUgPfixhS,0.0,5.46e-06
1764,2024-04-27,1P1iThxBH542Gmk1kZNXyji4E4iwpvSbrt,0.0,5.46e-06
1805,2024-04-27,12tLs9c9RsALt4ockxa1hB4iTCTSmxj2me,0.0,5.46e-06
11906,2024-04-29,3DSST4myyyRbiGzgCBE1RVHY7GRjDCh4n9,0.0,300.0
11908,2024-04-29,3DSST4myyyRbiGzgCBE1RVHY7GRjDCh4n9,0.0,200.0
11902,2024-04-29,3DSST4myyyRbiGzgCBE1RVHY7GRjDCh4n9,0.0,200.0
11226,2024-04-29,32iNZDYtEhe8UuJoUbsBMvWDafr6u32TPC,0.0,5.46e-06
11898,2024-04-29,3DSST4myyyRbiGzgCBE1RVHY7GRjDCh4n9,0.0,200.0
2090,2024-04-29,bc1qvpgyac88vqtslewxu7yu9dqwp8rd83zch55zpm3xgn3mgg72w3kqv0s8qa,0.0,5.46e-06
11905,2024-04-29,3DSST4myyyRbiGzgCBE1RVHY7GRjDCh4n9,0.0,200.0
11903,2024-04-29,3DSST4myyyRbiGzgCBE1RVHY7GRjDCh4n9,0.0,200.0
10036,2024-04-29,339PiqWnq6WcbXHb91PXfu4q18L9AiZDhK,0.0,5.46e-06
7227,2024-04-29,bc1q4mcyastjs4k9gfzrsua4l8mxy393d53a6nnd4r,0.0,5.46e-06
11896,2024-04-29,3DSST4myyyRbiGzgCBE1RVHY7GRjDCh4n9,0.0,300.0
11893,2024-04-29,3DSST4myyyRbiGzgCBE1RVHY7GRjDCh4n9,0.0,200.0
11890,2024-04-29,3DSST4myyyRbiGzgCBE1RVHY7GRjDCh4n9,0.0,200.0
9105,2024-04-30,1BZVkw1VAxB6KdnLZ9CRPgq9RmANo1AEgW,0.0,5.46e-06
7558,2024-04-30,bc1qjav0ce3rc5n6espfjndrxck4s44sv66nagccsfqgu7yvwh539nlq6myyad,307.9991,27.999009
1147,2024-04-30,1CNtkWbb4grh8xtb8mhoZ6armNE9PHgzA8,0.0,5.46e-06
9998,2024-04-30,339PiqWnq6WcbXHb91PXfu4q18L9AiZDhK,0.0,5.4e-06
8418,2024-04-30,1Mq54q43p6iCssCStAQt1gQubPciUfboL2,0.0,5.46e-06
9485,2024-04-30,13ryqsda2KaLWvt2DyoZT1pVFPYpixW2eY,0.0,5.46e-06
7216,2024-04-30,bc1q4mcyastjs4k9gfzrsua4l8mxy393d53a6nnd4r,0.0,5.46e-06
11193,2024-04-30,1BVr3X3jdJjNSBCBNEcwevGJRkgAqkmnvE,0.0,5.46e-06
2106,2024-04-30,bc1qvpgyac88vqtslewxu7yu9dqwp8rd83zch55zpm3xgn3mgg72w3kqv0s8qa,0.0,3.3e-06
7258,2024-04-30,bc1q4mcyastjs4k9gfzrsua4l8mxy393d53a6nnd4r,0.0,3.3e-06
9610,2024-04-30,1LJ42vnbFjMUe5wAq8WdRUPaURqLEvtFXa,0.0,5.46e-06
5120,2024-04-30,1PjPfocmxS262puhYqUwaagE9zBJTZHGwK,0.0,5.46e-06
9570,2024-04-30,1KMWovpjcEHoraXoERmELgYtNuXeLUpyPH,0.0,5.46e-06
10801,2024-04-30,3MZffLTkvxLu7uycdDNNfxHxbUBq2J11xn,0.0,5.4e-06
11196,2024-05-02,32iNZDYtEhe8UuJoUbsBMvWDafr6u32TPC,0.0,50.0
11933,2024-05-03,18hFBPU81kC8V4Dp4iwdwQHakKa5TW2ZkJ,100.33,0.0
13220,2024-05-04,1GfDKh4tTTpdwtEtKfUx9MT1DiiCrBZ2UM,0.0,80.60708684
13635,2024-05-04,192gWQ2Hi5zgnbfGRnafpU6ZCYPzEeZYBq,0.0,12.43662222
13263,2024-05-04,15Yoq8zL35pPMVLKSuuEWra63UQ6XUqLpx,0.0,98.5584558
13298,2024-05-04,14vibGdbvQvDhaeMjdtdH4MZEkhyJZxPpv,0.0,47.14656622
13206,2024-05-04,16CrJFQEHg54BGT4bWvcsfrTR86coErkHn,0.0,83.61627959
13229,2024-05-04,1GfDKh4tTTpdwtEtKfUx9MT1DiiCrBZ2UM,0.0,17.95136896
13213,2024-05-04,16CrJFQEHg54BGT4bWvcsfrTR86coErkHn,0.0,19.46885587
13330,2024-05-04,14vibGdbvQvDhaeMjdtdH4MZEkhyJZxPpv,0.0,38.62393278
7557,2024-05-04,bc1qjav0ce3rc5n6espfjndrxck4s44sv66nagccsfqgu7yvwh539nlq6myyad,1092.999,642.998944
13524,2024-05-04,1K4Wkhd6Y7rJW86UfWoe1PtHwZfEaNjZbH,0.0,12.43662222
12944,2024-05-04,1MfFaTfBpYPvrbk6wgWtuyavkpDB7E3zbu,0.0,91.88980288
13141,2024-05-04,1PxdyfcM6rAXjJSahY2Pf4N5jRCW7Z94ED,0.0,103.08513546
13672,2024-05-04,1J7bbpzynN6HMLfaFdcygdJthY4876QvGs,0.0,12.43662222
13027,2024-05-04,1Gde9prvMChaTige6EM2GTFDdCwnbi89Du,0.0,103.08513546
13133,2024-05-04,12zaFG2dpfuMK8S71rdMFV1Vmm9WPj62Du,0.0,103.08513546
12189,2024-05-04,15TzdzjXjC5duH9goZu4m16n9LMRgoATjC,0.0,84.9471475
12971,2024-05-04,1JJqb1GjpDMgn9P3xp8qDUdRmoeCQvuvAD,0.0,84.9471475
13002,2024-05-04,171PvvwrvTJ26ijHwoF6bA7WVrcovfjkBU,0.0,77.89875316
13490,2024-05-04,1HRPSVNk5UUcMuy6Gn6FzevCiiJQkv8ahS,0.0,12.4366113
13573,2024-05-04,1FYXocXfa9LB71mZV3Eo418rB8cR2bRN2q,0.0,12.43662222
13609,2024-05-04,1JthDkqvRdvSYgKx9ehbXVvKe39CRQrtjw,0.0,12.43662222
11961,2024-05-06,18hFBPU81kC8V4Dp4iwdwQHakKa5TW2ZkJ,101.5,0.0
2407,2024-05-08,1Cr7EjvS8C7gfarREHCvFhd9gT3r46pfLb,2350.0,750.0
4350,2024-05-08,bc1qzkqmyv57jpuntyc9ydjyrq4hlneevrmr0xe9kz,0.0,124.0
7701,2024-05-09,1DaCQDfStUgkPQXcf53Teeo6LPiKcVMBM9,0.0,8.782e-05
4140,2024-05-09,1FZcb6BU1ZbHQJcby7vDF2Na1z9UmkGSSG,0.0,5.46e-06
4089,2024-05-09,19tiUa9nsPTgaqWNHaM9QyCfv4Wm9dVeYa,0.0,5.46e-06
4078,2024-05-09,19tiUa9nsPTgaqWNHaM9QyCfv4Wm9dVeYa,0.0,5.46e-06
775,2024-05-09,15cHRgVrGKz7qp2JL2N5mkB2MCFGLcnHxv,0.0,0.00035
903,2024-05-09,1PeizMg76Cf96nUQrYg8xuoZWLQozU5zGW,0.0,6e-06
569,2024-05-09,12tkqA9xSoowkzoERHMWNKsTey55YEBqkv,0.0,5.47e-06
4000,2024-05-09,bc1qk2q9ptkvfrtt3769hh85zvq88jyrulk6zgys2h,0.0,5.46e-06
3972,2024-05-09,1M14kQL3zfyEAHx6JCM3gsZyAxyiSDMWdp,0.0,1.092e-05
4022,2024-05-09,1BdXs6VndkN2Kr4D5YAiDmuWuEk3V2qC4c,0.0,5.46e-06
12842,2024-05-10,1KuPikhUYtHz3fmSQ2UvotpUuN672NuEcm,156.23677248,106.23670694
13372,2024-05-11,3EwyjNGDXeK9tQ2mTS5Xz9Wh7ajyGmunMV,0.0,1300.0
555,2024-05-11,12tkqA9xSoowkzoERHMWNKsTey55YEBqkv,0.0,8.248e-05
873,2024-05-12,1PeizMg76Cf96nUQrYg8xuoZWLQozU5zGW,0.0,5.46e-06
571,2024-05-12,12tkqA9xSoowkzoERHMWNKsTey55YEBqkv,0.0,5.46e-06
779,2024-05-12,15cHRgVrGKz7qp2JL2N5mkB2MCFGLcnHxv,0.0,5.46e-06
613,2024-05-12,3EMVdMehEq5SFipQ5UfbsfMsH223sSz9A9,0.0,5.46e-06
112,2024-05-12,bc1qd4ysezhmypwty5dnw7c8nqy5h5nxg0xqsvaefd0qn5kq32vwnwqqgv4rzr,0.0,5.46e-06
490,2024-05-12,12ib7dApVFvg82TXKycWBNpN8kFyiAN1dr,0.0,1.092e-05
245,2024-05-12,1LruNZjwamWJXThX2Y8C2d47QqhAkkc5os,0.0,5.46e-06
143,2024-05-12,1LdRcdxfbSnmCYYNdeYpUnztiYzVfBEQeC,0.0,5.46e-06
847,2024-05-12,17rm2dvb439dZqyMe2d4D6AQJSgg6yeNRn,0.0,5.46e-06
436,2024-05-12,12XqeqZRVkBDgmPLVY4ZC6Y4ruUUEug8Fx,0.0,5.46e-06
727,2024-05-12,19D5J8c59P2bAkWKvxSYw8scD3KUNWoZ1C,0.0,5.46e-06
182,2024-05-12,1AC4fMwgY8j9onSbXEWeH6Zan8QGMSdmtA,0.0,5.46e-06
14,2024-05-12,bc1q8yj0herd4r4yxszw3nkfvt53433thk0f5qst4g,0.0,5.46e-06
682,2024-05-12,17MWdxfjPYP2PYhdy885QtihfbW181r1rn,0.0,5.46e-06
12830,2024-05-13,1KuPikhUYtHz3fmSQ2UvotpUuN672NuEcm,106.23670694,56.2366527
8,2024-05-14,bc1q8yj0herd4r4yxszw3nkfvt53433thk0f5qst4g,0.0,5.46e-06
4342,2024-05-16,bc1qzkqmyv57jpuntyc9ydjyrq4hlneevrmr0xe9kz,80.000006,49.99997576
4772,2024-05-16,19oLGXykNUBj8f7w1tT9emuaEbaSFj1p27,0.0,23.85165232
660,2024-05-16,39eYrpgAgDhp4tTjrSb1ppZ5kdAc1ikBYw,0.0,5.46e-06
12799,2024-05-16,1KuPikhUYtHz3fmSQ2UvotpUuN672NuEcm,56.2366527,26.23661654
803,2024-05-17,3HfD4pvF43jdu9dzVMEr1b8AnDHooRGc5t,0.0,1e-05
13364,2024-05-17,3EwyjNGDXeK9tQ2mTS5Xz9Wh7ajyGmunMV,0.0,100.0
756,2024-05-17,15cHRgVrGKz7qp2JL2N5mkB2MCFGLcnHxv,0.0,255.0
5945,2024-05-17,1LVYbnSX6f6vE2Zn4zs2oZ4eKyBgzkqaay,0.0,170.0
1722,2024-05-18,1KbrSKrT3GeEruTuuYYUSQ35JwKbrAWJYm,0.0,1.486e-05
4335,2024-05-18,bc1qzkqmyv57jpuntyc9ydjyrq4hlneevrmr0xe9kz,173.99997576,86.49995056
4376,2024-05-21,bc1qzkqmyv57jpuntyc9ydjyrq4hlneevrmr0xe9kz,8367.59901943,8280.09899423
789,2024-05-21,3HfD4pvF43jdu9dzVMEr1b8AnDHooRGc5t,0.0,999.00854441
2907,2024-05-21,198aMn6ZYAczwrE5NvNTUMyJ5qkfy4g3Hi,0.0,5.46e-06
11202,2024-05-22,32iNZDYtEhe8UuJoUbsBMvWDafr6u32TPC,0.0,0.00088
11217,2024-05-22,32iNZDYtEhe8UuJoUbsBMvWDafr6u32TPC,0.0,50.0
493,2024-05-23,12ib7dApVFvg82TXKycWBNpN8kFyiAN1dr,0.0,2.446e-05
7556,2024-05-23,bc1qjav0ce3rc5n6espfjndrxck4s44sv66nagccsfqgu7yvwh539nlq6myyad,1105.997864,925.997726
8896,2024-05-24,17FWemgbh3ZUJywTR9GVfDbvkJuiQNT3Nz,0.0,5.46e-06
1843,2024-05-24,1ucXXZQSEf4zny2HRwAQKtVpkLPTUKRtt,0.0,8.538e-05
1118,2024-05-24,1CNtkWbb4grh8xtb8mhoZ6armNE9PHgzA8,0.0,31.9122267
5746,2024-05-24,37TTwX8uGwjWApXL8GbwU9p7vHoAupCFcw,0.0,114.3789
1134,2024-05-24,1CNtkWbb4grh8xtb8mhoZ6armNE9PHgzA8,0.0,40.0
9584,2024-05-25,1LJ42vnbFjMUe5wAq8WdRUPaURqLEvtFXa,0.0,5.46e-06
7234,2024-05-25,bc1q4mcyastjs4k9gfzrsua4l8mxy393d53a6nnd4r,0.0,5.46e-06
7254,2024-05-25,bc1q4mcyastjs4k9gfzrsua4l8mxy393d53a6nnd4r,0.0,5.46e-06
10035,2024-05-25,339PiqWnq6WcbXHb91PXfu4q18L9AiZDhK,0.0,5.46e-06
2108,2024-05-25,bc1qvpgyac88vqtslewxu7yu9dqwp8rd83zch55zpm3xgn3mgg72w3kqv0s8qa,0.0,5.46e-06
1112,2024-05-25,1CNtkWbb4grh8xtb8mhoZ6armNE9PHgzA8,0.0,5.46e-06
9534,2024-05-25,1KMWovpjcEHoraXoERmELgYtNuXeLUpyPH,0.0,5.46e-06
7244,2024-05-25,bc1q4mcyastjs4k9gfzrsua4l8mxy393d53a6nnd4r,0.0,5.46e-06
9098,2024-05-25,1BZVkw1VAxB6KdnLZ9CRPgq9RmANo1AEgW,0.0,5.46e-06
1827,2024-05-27,1ucXXZQSEf4zny2HRwAQKtVpkLPTUKRtt,0.0,8.328e-05
11571,2024-05-27,18eY9oWL2mkXCL1VVwPme2NMmAVhX6EfyM,0.0,5.46e-06
11589,2024-05-27,18eY9oWL2mkXCL1VVwPme2NMmAVhX6EfyM,0.0,2e-05
11594,2024-05-27,18eY9oWL2mkXCL1VVwPme2NMmAVhX6EfyM,0.0,2e-05
11585,2024-05-28,18eY9oWL2mkXCL1VVwPme2NMmAVhX6EfyM,0.0,1.5e-05
11584,2024-05-28,18eY9oWL2mkXCL1VVwPme2NMmAVhX6EfyM,0.0,9.95e-05
11587,2024-05-28,18eY9oWL2mkXCL1VVwPme2NMmAVhX6EfyM,0.0,0.00012
5934,2024-05-30,1LVYbnSX6f6vE2Zn4zs2oZ4eKyBgzkqaay,0.0,200.0
5811,2024-06-03,1JtAupan5MSPXxSsWFiwA79bY9LD2Ga1je,0.0,150.0
4337,2024-06-03,bc1qzkqmyv57jpuntyc9ydjyrq4hlneevrmr0xe9kz,8280.09899423,8192.59889369
12089,2024-06-03,14mPMrRm6TdjqHZhd7aBUbuWt5MYWReukR,0.0,7.334e-05
4372,2024-06-05,bc1qzkqmyv57jpuntyc9ydjyrq4hlneevrmr0xe9kz,8192.59889369,8105.09885961
4345,2024-06-06,bc1qzkqmyv57jpuntyc9ydjyrq4hlneevrmr0xe9kz,0.0,0.001
3,2024-06-06,bc1q8yj0herd4r4yxszw3nkfvt53433thk0f5qst4g,0.0,0.00018587
2113,2024-06-08,bc1qvpgyac88vqtslewxu7yu9dqwp8rd83zch55zpm3xgn3mgg72w3kqv0s8qa,0.0,5.46e-06
4014,2024-06-08,3JzJtHrWgKswmsWB4owpvXFw47bU2d1GQc,0.0,7500.0
8428,2024-06-08,1Mq54q43p6iCssCStAQt1gQubPciUfboL2,0.0,5.46e-06
12211,2024-06-11,15TzdzjXjC5duH9goZu4m16n9LMRgoATjC,0.0,29.91639459
12200,2024-06-11,15TzdzjXjC5duH9goZu4m16n9LMRgoATjC,0.0,99.24261893
12206,2024-06-11,15TzdzjXjC5duH9goZu4m16n9LMRgoATjC,0.0,176.5721591
12207,2024-06-11,15TzdzjXjC5duH9goZu4m16n9LMRgoATjC,0.0,176.40470101
